// vid	name	description
c401_01	_SNOW MIKU	Shimmering Winter Snow Dress
c401_02	PRINCESS_SNOW MIKU	Guardian Winter Princess Dress
c402_01	_Noel	Noel's Costume.
c402_02	Fourth Squadron_Noel	Noel's NOL Fourth Squadron Costume.
c402_10	_μ-12	Noel's Successor of the Azure Costume.
c403_01	_Makoto	Makoto's Costume.
c403_02	NOL Intel Dept_Makoto	Makoto's Battle Costume, contrary to her Intelligence Department status.
c404_01	_Nine	Nine's Costume.
c404_02	Six Heroes_Nine	Nine's Six Heroes Costume.
c405_01	Piercing_Luin	Combat suit of Luin, who will cut down every attacker.
c405_02	King's Lancer_Luin	Combat suit of Luin, who will mercilessly cut down any foe in her way.
c405_88	King's Lancer_Luin	Combat suit of Luin, who will mercilessly cut down any foe in her way.
c405_89	Piercing_Luin	Combat suit of Luin, who will leave not a single attacker standing.
c406_01	_Serval	Serval's Costume.
c406_02	Savanna_Serval	Savanna Serval's Costume.
c407_01	_Raccoon	Raccoon's Costume.
c407_02	Arboreal_Raccoon	Arboreal Raccoon's Costume.
c408_01	_Fennec	Fennec's Costume.
c408_02	Desert_Fennec	Desert Fennec's Costume.
c409_01	Hungry_Limos	I've still got lots of growing to do ♥\I want more—waaay more ♥
c409_02	Full_Limos	Old-fashioned, cream-filled, whatever!\I wanna eat my favorite donuts until I burst ♥
c410_00	Mortal Realm_Failnaught	Failnaught who has now become a trainee at Luin's dojo.
c410_01	Proud_Failnaught	Battle suit of the proud archer, Failnaught.
c410_02	Demonic Deadeye_Failnaught	Battle suit of Demonic Deadeye, Failnaught.
c414_00	Mortal Realm_Billy	The demon Billy, disguised as a girl of the Mortal Realm.
c414_01	Gunner_Billy	Surefire!\Billy's costume for water gun battles.
c414_02	Deadshot_Billy	No escape for her prey!\Billy's costume for water gun battles.
c414_10	Splash_Billy	Anything to win!\Billy's costume for water gun battles.
c414_89	Splash_Billy	Anything to win!\Billy's costume for water gun battles.
c415_00	Mortal Realm_Annie	The demon Annie, disguised as a girl of the Mortal Realm.
c415_01	Risk Taker_Annie	The epitome of the hydro shooter.\Annie's costume for water gun battles.
c415_02	Wild Hunt_Annie	The trinity of water, self, and water gun.\Annie's costume for water gun battles.
c416_00	Mortal Realm_Keino	The demon Keino, disguised as a girl of the Mortal Realm.\She's holding a mysterious sewing box.
c416_01	Demon Princess_Keino	You can hear the sound of scissors from the darkness...
c416_02	Phantom_Keino	Poisoned scissors are aiming for you.
c417_00	Human Form_Tamamo	The spirit Tamamo disguised as a human woman.\Her beauty is comparable to that of a courtesan.
c417_01	Nine-Tailed Fox_Tamamo	A great spirit of legend known as the nine-tailed fox.
c417_02	Bewitching_Tamamo	A spirit so captivating, a single glance is enough to bewitch anyone.
c417_89	Nine-Tailed Fox_Tamamo	The audacity you have to assault me!
c418_01	Flower of Justice_Mafdet	Upon fusing with the bow of a miracle-working monk,\Mafdet was reborn.
c418_02	Justice Incarnate_Mafdet	Upon fusing with the bow of a miracle-working monk,\Mafdet became justice incarnate.
c419_01	Cheating_Catherine	A seductive dress that makes guys fall head over heels.
c419_02	Inverted & Devilish_Catherine	Catherine's wedding dress, made of pure love.
c420_01	Girlfriend_Katherine	A chic outfit, perfect for a woman devoted to her career.
c420_02	Pure Bride_Katherine	A pure white wedding dress.
c420_10	Wild Crimson_Katherine	Katherine in a scarlet dress that embodies\the new possibilities that await her.
c420_89	Wild Crimson_Katherine	Katherine in a scarlet dress that embodies\the new possibilities that await her.
c421_01	_Rin	A cute, light blue dress with a sailor collar.
c421_02	Pure_Rin	Rin in her wedding dress, looking like an angel.
c436_01	Anxious_Serket	
c451_01	_Ayane	Ayane, flitting in the night sky as splendidly as a butterfly.
c451_02	Peach Blossom_Ayane	A combat suit for Ayane, the very vision of a cherry blossom falling in a spring breeze.
c451_10	Fylgja_Ayane	A ninja who tracked down a summer resort. Is beach volleyball part of the mission?
c452_01	_Leifang	A combat suit for Leifang, inspired by a phoenix twirling in the heavens.
c452_02	Vermilion Bird Mirage_Leifang	A combat suit for Leifang, emblazoned with the feathers of the Vermilion Bird.
c452_10	Five Colored Brilliance_Leifang	A swimsuit for Leifang as red as a blazing sun.
m001_01	Obese_Fire Bat	It's so hot!
m001_02	Giant_Fire Bat	A Fire Bat's weak point is its stomach!
m002_01	Obese_Ice Bat	It's so cold!
m002_02	Giant_Ice Bat	An Ice Bat's weak point is also its stomach!
m003_01	Furious_Fire Dragon	An angry Fire Dragon. Wraps itself in flames for extra protection.
m003_02	Enraged_Fire Dragon	An angry Fire Dragon. Don't let the flames distract from the stripes on its armor (it worked hard on those).
m004_01	Cold-Blooded_Ice Dragon	A cold-blooded Ice Dragon. Hardens itself with ice for extra protection.
m004_02	Subzero_Ice Dragon	A cold-blooded Ice Dragon. Keep an eye out for the stripes under its ice armor (it worked hard on those).
m005_01	_YumNyam	A stuffed Yummeow.
m005_02	_AdoNyam	A stuffed Yimmeow. Don't try to take any of its candy. At least not if you want to keep your hand.
m006_01	Noisy_Long-Ears	Noisy Long-Ears.
m006_02	Mad_Big-Ears	Mad Big-Ears. Comes with optional bib.
m007_00	_Teddy	A cursed stuffed animal that has been incongruously named "Teddy."
m007_01	Tattered_Teddy	Teddy, cursed stuffed animal at large. The torn part of its head acts as the doorway for its soul.
m007_02	Chaotic_King Teddy	Teddy, cursed stuffed animal at large. Two parts fluff, five parts vengeful spirits.
m008_01	Strawberry_Gelatin	A moving gelatin costume. Its real body is the nucleus on the inside.
m008_02	Strawberry_Jelly	A moving jelly costume. Be careful not to let it melt from humidity!
m009_01	Soda Pop_Gelatin	A moving gelatin costume. Its real body is the large eyeball.
m009_02	Soda Pop_Jelly	A moving jelly costume. Be careful not to get it wet, or you'll be in for a shocking surprise!
m010_01	Soda Pop_Pudding	Blueberry-flavored monster custard.
m010_02	Soda Pop_Poison	Poisonous blueberry-flavored monster custard.
m011_01	Strawberry_Pudding	Strawberry-flavored monster custard.
m011_02	Strawberry_Poison	Poisonous strawberry-flavored monster custard.
m012_01	One-Year_Dondon	Battle suit for One-Year Dondon. Dries up after the year has passed.
m012_02	Multi-Year_Dondon	Battle suit for Multi-Year Dondon. Changes colors in the fall.
m013_01	Carrot_Ragdoll	A stuffed animal sold with a set of carrots.
m013_02	Famished_Ragdoll	A stuffed animal that lost its carrots, only to see its price go up.
m015_01	Solar_Sandfox	A winged desert fox suit born in the heat of the sun.
m015_02	Fairy_Sandfox	A winged desert fox suit that went on to become a fairy.
m017_01	Justice_Root	A fluffy outfit worn by Righteous Luto.
m017_02	Airtight_Root	A fluffy outfit worn by Airtight Luto. Its real body consists of just its feet.
m018_01	Fate_Pom	A combat suit of destiny made exclusively with naturally curly hair.
m018_02	Destiny_Pom	Dye it all you want, but there's nothing to be done about the hair.
m021_01	Idle_Donkey	A combat suit for Idle Donkee, who loves to kill time by playing his grass whistle.
m021_02	Pleasure-Seeking_Donkey	A combat suit for a Donkee who has learned the joys of song.
m022_01	Free_Puppy	"Scars are the mark of a true warrior." Vintage combat suit for old-fashioned dog fairies.
m022_02	Obedient_Puppy	"Loyalty is a privilege reserved for dogs." This combat suit is made for loyal, trustworthy dog fairies.
m023_01	Crescent_Lizard	This Crescent Lizard was first discovered in a polluted city.
m023_02	Stone Crescent_Lizard	This Crescent Lizard was first discovered in the ruins of an abandoned town.
m025_01	Warrior_Berry	The sweetest part of a strawberry is the very tip.
m025_02	Berserker_Berry	There's nothing sweet about this berry...
m026_01	Lazy_Chick	A combat suit for Lazy Chick. Try not to sweep them up off the floor when cleaning
m026_02	Lazy_Fused Chick	Multiple Lazy Chicks coming together to form the perfect plump fit.
m027_01	_Mandrake Seeds	A combat suit for Mandrake Seed. Make sure you wear it properly.
m027_02	_Mandrake Plants	A costume for Mandrake Plants. I don't think it would suit me...
m028_01	Ouro_Squirrel	A combat suit for Ouro Squirrel. Keep that neck wrapped up if you want to stay warm throughout winter.
m028_02	Ouro_Tiger	A combat suit for Ouro Tiger. Wrap around your waist to warm up your whole body.
m029_01	Glowing_Tooth	A combat suit for Glowing Tooth. Glows in the dark.
m029_02	Flaming_Tooth	A combat suit for Fiery Tooth. The blue flames are incredibly warm.
m030_01	Green_Ball	A combat suit for Green Ball. Made from real emerald.
m030_02	E-Green_Ball	A combat suit for E-Green Ball. Made from refined emerald.
m031_01	Dreary_Tree	A combat suit for a Tree that has constantly been giving to others. Miserably shabby.
m031_02	Old_Tree	A combat suit for Old Tree. Woodpeckers are its natural enemy, not weapons.
m035_01	Barbaric_Gremlin	A helmet that's bigger than a Gremlin's stomach.
m035_02	Chief_Gremlin	A helmet that's bigger than a Gremlin's stomach. The ostentatious feathers represent the Gremlin's status.
m036_01	Voice_Messenger	A combat suit worn by Messenger. Makes your voice lower.
m036_02	Deadly Voice_Messenger	A combat suit worn by Messenger. Makes your voice heavier.
m037_01	Dark Night_Chaser	A combat suit for Chaser. I could swear I saw these in the back alley that one night...
m037_02	Nightmare_Chaser	A combat suit for Chaser. I once had a dream where lazy demons were chasing me around.
m038_00	Akihiko Akabane	Found this casual exorcist outfit in a back alley in the Mortal Realm.
m038_01	White Winged_Diablo	Diablo's glittering fourth eye sees exactly what you desire.
m038_02	Black Winged_Diablo	Diablo's glittering sixth eye sees into your deepest instincts.
m038_10	Evil Flower_Diablo	Those who are born to evil must follow the laws of evil.\A reborn evil flower. Everything you see is intentional.
m039_01	Destructive_Kali Yuga	An outfit that fully expresses Kali Yuga's ferocity.
m039_02	Extinct_Kali Yuga	An outfit that fully expresses Kali Yuga's untamed brutality.
m040_00	Isao Takusari	Casual wear for a writhing Chainkiller.
m040_01	Standard_Chain Killer	A combat suit for a Chainkiller with out-of-control vices.
m040_02	Custom_Chain Killer	A combat suit for a Chainkiller who has attained enlightenment.
m045_00	Junko_Takeuchi	A costume for the woman who desires the fragrance of melancholy blossoms.
m045_01	Lonely_Bouquet	A combat suit made from the bouquet of a woman got betrayed.
m045_02	Obsessed_Bouquet	A combat suit made from the bouquet of a vengeful woman.
m047_01	Mysterious_Egg	A combat suit worn by Mystery Egg. Its real body is a mystery...and an egg.
m047_02	Columbus_Egg	A combat suit worn by Columbus Egg. Its real body is a vicious, newly-hatched chick.
m048_01	Back_Bunny	Cute Bunny buns.
m048_02	Front_Bunny	Try to look away from that adorable behind. Just try!
m049_00	Tetsuji_Akiyama	Casual wear imbued with the obsession of an unattractive mathematician.
m049_01	Old_Skull	A combat suit for Skull, just hanging around.
m049_02	Fresh_Skull	A combat suit for Skull, just hanging around. How're you supposed to fight in this?
m050_00	Akio_Yamaguchi	A lifestyle costume for the unmarried greengrocer in your neighborhood.
m050_01	Dawn_Guillotine	All I need to be happy is a chance to use my guillotine. Any takers?
m050_02	Midday_Guillotine	All I need to be happy is a chance to use my guillotine. If you ever need a head chopped off, you know where to find me.
m051_00	Wakako_Kyogoku	A supremely unlucky business suit. Occasionally haunted by the Grim Reaper.
m051_01	Seething_Hades	Hades' combat suit that lacks a physical form. Everything but the head and wings has burned away.
m051_02	Purgatory_Hades	Hades' combat suit that lacks a physical form. Literally too hot to touch.
m051_10	Dead End_Hades	A dead end for Hades, who got even closer to darkness.
m052_01	Desert_Basilisk	The scale of a Basilisk specialized for desert life.
m052_02	Plains_Basilisk	An evolved Basilisk scale. Utterly invincible.
m053_00	Enka_Mizukami	Hydra's pactmaker.\She protects the small and the weak with her fists.
m053_01	Chaotic_Hydra	A monster discovered at the Saint Michael's School for Girls, its identity unknown.
m053_02	Greedy_Hydra	It can carry a simple conversation on days when it's in a good mood.
m054_00	Morishige_Mariko	An office outfit made for veteran teachers.
m054_01	Judge_Gomorrah	Gomorrah's cross, emitting a sulfurous smell.
m054_02	Extinct_Gomorrah	Gomorrah's cross, burning with the fires of hell.
m056_00	Makiko_Manyuda	Casual wear for Abaddon the tyrant. Reeks of something suspicious.
m056_01	Villainous_Abaddon	Abaddon's combat suit. Its soul is somewhere in the muzzle.
m056_02	Heavy Fire_Abaddon	Abaddon's combat suit. What does a fighting machine need with a soul?
m057_00	Kotaro_Kurotatsu	Even starving demons will feel better after seeing a uniform like this.
m057_01	Blue Shadow_Olga	Scales for Olga, designed to disappear amidst the night.
m057_02	Black Shadow_Olga	Scales for Olga, designed to disappear into the shadows of the clouds.
m057_10	Azure Night_Olga	The dark dragon takes human form on azure nights.
m059_00	_Screw Needle	A sharp screw. Gained the soul of a Bazooka after being fitted onto a demon's heel.
m059_01	Green Helmet_Bazooka	A sturdy hard hat made for Bazookas. Even in demon warfare, you can never be too careful.
m059_02	Red Helmet_Bazooka	A hard helmet made for Bazookas. Watch out for stray bullets.
m061_01	Strawberry_Syringe	A strawberry-flavored syringe filled to bursting with strawberry juice.
m061_02	Strawberry_Syringe	A strawberry-flavored syringe filled to bursting with strawberry juice. Did we mention the juice has extra strawberry pulp?
m062_01	Grape_Syringe	A grape-flavored syringe filled to bursting with grape juice.
m062_02	Grape_Syringe	A grape-flavored syringe filled to bursting with grape juice. The juice contains grated grape skin for extra texture.
m063_00	_Syringe	You found one of Demeter's used syringes at an abandoned hospital.
m063_01	Poison_Ampoule	A combat suit that power up Ampoule's allies.
m063_02	New Poison_Ampoule	A combat suit that power up Ampoule's allies. Just be careful not to power up enemies too.
m064_01	Piglet_Pukli	Pukli the piglet's sheen is all done by laser.
m064_02	Piglet_Pukli Jin	The ribbon gives Pukli just the right touch of freshness.
m065_01	Piglet_Kokuri	Kokuri the piglet's shiny laser.
m065_02	Piglet_Kokuri Jin	The ribbon gives Kokuri just the right touch of freshness.
m066_01	Piglet_Kukuri	Rose-colored leather for Kukuri the piglet.
m066_02	Piglet_Kukuri Jin	The ribbon gives Kukuri just the right touch of warmth.
m067_01	Aqua_Food	An Aqua Food seed that exudes a watery aura.
m067_02	B. Aqua_Food	An italicized water spirit that grew after planting Aqua Food.
m068_01	Dark_Food	A Dark Food seed that exudes a nighttime aura.
m068_02	B. Dark_Food	An italicized water spirit that grew after planting Dark Food.
m069_01	Light_Food	A Light Food seed that exudes an aura of dawn.
m069_02	B. Light_Food	An italicized dawn spirit that grew after planting Light Food.
m070_01	Bound_Red Chain	A chain that has tied up a fire soul.
m070_02	Liberated_Red Chain	A chain that has freed a fire soul.
m071_01	Bound_Green Chain	A chain that has tied up a tree soul.
m071_02	Liberated_Green Chain	A chain that has freed a tree soul.
m072_01	Bound_Blue Chain	A chain that has tied up an ocean soul.
m072_02	Liberated_Blue Chain	A chain that has freed an ocean soul.
m073_01	Cure_Cube	Cure Cube's pointy combat suit. Make sure not to step on it.
m073_02	Cure_Cube	Cure Cube's pointy combat suit. You really, really don't want to step on it.
m074_01	Poison_Cube	Poison Cube's irritating combat suit. Be careful not to step on it in the middle of the night.
m074_02	Poison_Cube	Poison Cube's irritating combat suit. Be careful not to step on it in while sleepwalking.
m075_01	Evil_Cube	Aqua Cube's damp combat suit. Cool to the foot.
m075_02	Evil_Cube	Aqua Cube's damp combat suit. Extremely cool to the foot.
m076_01	Honey_Cube	Honey Cube's shiny combat suit. Very handy during blackouts.
m076_02	Honey_Cube	Honey Cube's shiny combat suit. Also works as a flashlight in a pinch.
m077_01	Cube_Moa	The combined form of multiple rolling cubes.
m077_02	Big Cube_Moa	The combined form of multiple rolling cubes. Even louder than before.
m077_10	Gloomy_Moa	The full force of Moa's hidden tenacity, unleashed.
m078_01	Emerald_Cocoon	A cocoon for fairies born from emeralds.
m078_02	Emerald_Brooch	A fairy brooch made out of emeralds.
m080_01	Ruby_Cocoon	A cocoon for fairies born from rubies.
m080_02	Ruby_Brooch	A fairy brooch made out of rubies.
m081_01	Citrine_Cocoon	A cocoon for fairies born from yellow quartz.
m081_02	Citrine_Brooch	A fairy brooch made out of yellow quartz.
m082_01	Sapphire_Cocoon	A cocoon for fairies born from sapphire.
m082_02	Sapphire_Brooch	A fairy brooch made out of sapphire.
m083_01	Amethyst_Cocoon	A cocoon for fairies born from amethyst.
m083_02	Amethyst_Brooch	A fairy brooch made out of amethyst.
m084_01	Pie_Cube	Pie Cube's fluffy combat suit. Touching it may make the time pass quickly.
m084_02	Pie_Cube	Pie Cube's fluffy combat suit. Fits entirely in your pocket.
m086_01	Bound_Light Chain	A chain that has tied up a firefly soul.
m086_02	Liberated_Light Chain	A chain that has freed a firefly soul.
m087_01	Bound_Dark Chain	A chain that has tied up a shadow soul.
m087_02	Liberated_Dark Chain	A chain that has freed a shadow soul.
m089_01	Piglet_Mukuri	Mukuri the piglet's gentle laser.
m089_02	Piglet_Mukuri Jin	The ribbon gives Mukuri just the right touch of coolness.
m090_01	Piglet_Fukli	Fukli the piglet's dim leather.
m090_02	Piglet_Fukli Jin	The ribbon gives Fukli just the right touch of comfort.
m092_01	Mint_Syringe	A sap syringe filled to bursting with mint.
m092_02	Mint_Syringe	A sap syringe filled to bursting with mint. Don't forget to get your shots!
m093_01	Apple_Syringe	A glowing light syringe filled to bursting with apple vinegar.
m093_02	Apple_Syringe	A glowing light syringe filled to bursting with apple vinegar made from autumn-roasted apples.
m095_01	Soda Pop_Syringe	A water syringe brimming with clean carbonated water.
m095_02	Soda Pop_Syringe	A water syringe filled to bursting with carbonated water.
m096_01	Light_Ball	A combat suit for Light Ball. Made from yellow quartz.
m096_02	E. Light_Ball	A combat suit for E-Light Ball. Made from refined yellow quartz.
m097_01	Blue_Ball	A combat suit for Blue Ball. Made from real sapphire.
m097_02	E. Blue_Ball	A combat suit for E-Blue Ball. Made from refined sapphire.
m098_01	Purple_Ball	A combat suit for Purple Ball. Made from real amethyst.
m098_02	E. Purple_Ball	A combat suit for E-Purple Ball. Made from refined amethyst.
m100_01	Red_Ball	A combat suit for Red Ball. Made from real ruby.
m100_02	E. Red_Ball	A combat suit for E-Red Ball. Made from refined ruby.
m101_01	Small_Red Bloop	Red Bloop's combat suit. Tastes like delicious grindstone sludge.
m101_02	Big_Red Bloop	Big Red Bloop's combat suit. Tastes like a delicious stinging sensation.
m102_01	Small_Blue Bloop	Blue Bloop's combat suit. Tastes like delicious attitude.
m102_02	Big_Blue Bloop	Big Blue Bloop's combat suit. Tastes like delicious unease.
m103_01	Small_Yellow Bloop	Yellow Bloop's combat suit. Tastes like delicious acidity.
m103_02	Big_Yellow Bloop	Big Yellow Bloop's combat suit. Tastes like delicious sourness.
m104_01	Small_Purple Bloop	Purple Bloop's combat suit. Tastes like delicious austerity.
m104_02	Big_Purple Bloop	Big Purple Bloop's combat suit. Tastes like delicious bitterness.
m105_01	Small_Green Bloop	Green Bloop's combat suit. Tastes like delicious freshness.
m105_02	Big_Green Bloop	Big Green Bloop's combat suit. Tastes like delicious refreshment...ness.
m107_01	Green_Food	A Green Food seed that exudes a grassy aura.
m107_02	B. Green_Food	An italicized field spirit that grew after planting Green Food.
m109_01	Fire_Food	A Green Food seed that exudes pure flame energy.
m109_02	B. Fire_Food	An italicized flame spirit that grew after planting Fire Food.
m110_01	_Gron	A combat suit born out of Gron's wild fancies.
m110_02	Gron_Gron	A combat suit born out of Gron's wild fancies. Once again, Gron dreams of agriculture.
m111_01	_Firon	A combat suit born out of Firon's wild fancies.
m111_02	Firon_Firon	A combat suit born out of Firon's wild fancies.\Once again, Firon dreams of warm days.
m112_01	_Bluron	A combat suit born out of Bluron's wild fancies.
m112_02	Bluron_Bluron	A combat suit born out of Bluron's wild fancies. Once again, Bluron dreams of pristine rivers.
m113_01	Daron	A combat suit born out of Daron's wild fancies.
m113_02	Daron_Daron	A combat suit born out of Daron's wild fancies. Once again, Daron dreams of space.
m114_01	_Liron	A combat suit born out of Liron's wild fancies.
m114_02	Liron_Liron	A combat suit born out of Liron's wild fancies. Once again, Liron dreams of grand ideas.
m116_01	Dispenser_Bow-Wow	Don't be fooled by its soft-looking ears. They're actually Bow-Wow's iron fists.
m116_02	Champion_Bow-Wow	I bet you those champion gloves and belt could fetch a pretty good price...
m117_01	G. Cat_Dummy	This Growcat's a fake!
m117_02	G. Cat_Devil	The Growcat's real body is hiding in the shadows.
m118_01	Katana_Slasher	Silent Slasher's sharp sword.
m118_02	Stubborn_Slasher	Silent Slasher's super-blue shuriken.
m119_01	Katana_Ninja	Lonely Ninja's sharp sword.
m119_02	Stubborn_Ninja	Lonely Ninja's super-blue shuriken.
m120_01	Katana_Assassin	Harsh Assassin's sharp sword.
m120_02	Stubborn_Assassin	Harsh Assassin's super-blue shuriken.
m121_01	Katana_Warrior	Upright Warrior's sharp sword.
m121_02	Stubborn_Warrior	Upright Warrior's super-blue shuriken.
m123_01	Katana_Shadow	Dangerous Shadow's sharp sword.
m123_02	Stubborn_Shadow	Dangerous Shadow's super-blue shuriken.
m124_01	Red_Watcher	Watcher combat suit, made from incessant hellfire.
m124_02	Hellfire_Watcher	Watcher combat suit, made from the fires of purgatory.
m125_01	Blue_Watcher	Watcher combat suit, made from the chill of fresh snow.
m125_02	Freezing_Watcher	Watcher combat suit, made from the Ice Queen's frost.
m126_01	Darkness_Watcher	Watcher combat suit, made from witch's cloth.
m126_02	Darkest_Watcher	Watcher combat suit, made from the eyes of a demon.
m127_01	Green_Watcher	Watcher combat suit, made from a cursed bog.
m127_02	Dark Green_Watcher	Watcher combat suit, made from a poisonous devilplant.
m128_01	Light_Watcher	Watcher combat suit, made from the eyes of a wild beast.
m128_02	Sun_Watcher	Watcher combat suit, made from talons of sunlight.
m130_01	Red_Popper	You got a combat suit for Popper from a jack-in-the-box. They're still warm.
m130_02	Fire_Popper	Fire Popper's mouth is actually a portal to his hometown, the fires of Mount Magma.
m131_01	Blue_Popper	You got a combat suit for Popper from a jack-in-the-box. They're still fresh.
m131_02	Aqua_Popper	Aqua Popper's mouth is actually a portal to his hometown, the duck pond.
m132_01	Green_Popper	You got a combat suit for Popper from a jack-in-the-box. They're still raw.
m132_02	Grass_Popper	Grass Popper's mouth is actually a portal to his hometown, the plains of Mexico.
m133_01	Yellow_Popper	You got a combat suit for Popper from a jack-in-the-box. They're still lustrous.
m133_02	Light_Popper	Light Popper's mouth is actually a portal to his hometown, the black spots in the sun.
m134_01	Black_Popper	You got a combat suit for Popper from a jack-in-the-box. They seem shabby.
m134_02	Dark_Popper	Dark Popper's mouth is actually a portal to his hometown, the community graveyard.
m136_00	Katsuko_Kagiwada	You found Lady's casual wear at an abandoned fair.
m136_01	Bound_Lady	Lady's bondage gear. Do not break the seal...
m136_02	Mad_Lady	Lady's bondage gear.\Make sure to seal it tight to keep all the berserker rage inside.
m137_01	Bowtie_Bellboy	You're going to fight a bowtie without a top hat?
m137_02	Mad_Bellboy	It's important to mind your manners, even on the battlefield. Everyone knows suspenders are the mark of a true gentleman.
m137_10	Gravekeeper_Bellboy	24-hour surveillance to ensure remains aren't dug up.
m139_01	Flashy_Aurora Bloop	Splendid jelly armor for Aurora Bloop.
m141_00	Munetaka_Mushikabe	The secrets to ultimate independence are NOT, repeat, NOT hidden inside the camera.
m141_01	Dream_Halloween	An evil monster born from Halloween's nightmares.
m141_02	Nightmare_Halloween	A fake monster dreamed up by Halloween, who's all bluff and no brawn.
m142_01	Red_Revenge Girl	Revenge Girl's red combat suit. The color symbolizes the avenger's anger.
m142_02	Flame_Revenge Girl	Revenge Girl's red combat suit. The color symbolizes the avenger's blood.
m143_01	Blue_Revenge Girl	Revenge Girl's blue combat suit. The color symbolizes the avenger's grief.
m143_02	Flood_Revenge Girl	Revenge Girl's blue combat suit. The color symbolizes the avenger's heart.
m144_01	Green_Revenge Girl	Revenge Girl's green combat suit. The color symbolizes the avenger's enmity.
m144_02	Bloom_Revenge Girl	Revenge Girl's green combat suit. The color symbolizes the avenger's spite.
m145_01	Light_Revenge Girl	Revenge Girl's gold combat suit. The color symbolizes the avenger's punishment.
m145_02	Flash_Revenge Girl	Revenge Girl's gold combat suit. The color symbolizes the avenger's violence.
m146_01	Purple_Revenge Girl	Revenge Girl's purple combat suit. The color symbolizes the avenger's curse.
m146_02	Darkness_Revenge Girl	Revenge Girl's purple combat suit. The color symbolizes the avenger's rancor.
m148_01	Noise_Won	Noise One's speaker. Cannot adjust the volume.
m148_02	Noise_Peak	Noise Peak's speaker. The destitute demon's sole prized possession.
m149_01	DJ_Hertz	You picked up Hertz's keyboard at a Mortal Realm dance club.
m149_02	Revolution_Hertz	You picked up Hertz's turntable at an Infernal Realm dance club.
m150_01	Fake_Hat-Trick	Hat-Trick's combat suit. Isn't it nice how they pinpoint his weak point?
m150_02	Checkmate_Hat-Trick	Hat-Trick's harsh combat suit. The only way to win is to face your opponent head-on!
m151_01	Mad Bunny_Arms	Madbunny's standard form.
m151_02	Mad Bunny_Spirit	Madbunny's Awakened form.
m152_01	Sneaker_Fighter	Don't be fooled by the fluffy ears.\Fighter's fists feel like they're made of iron.
m152_02	Sneaker_Champion	Don't be fooled by the adorable ears.\Champion's fists feel like they're made of iron.
m152_10	Midnight_Fighter	
m153_01	Bad Dream_Manti	A set of claws for Manty, made by a certain someone's nightmares.
m153_02	Nightmare_Manti	A set of claws for Manty, found in an unhappy man's nightmares.
m154_00	Yano_Mayomi	Sharp-tongued vlogger.
m154_01	Dark_Gungnir	Black cannot be tainted. It is the ultimate color of justice!\Black wings dyed in Gungnir's will.
m154_02	Red_Gungnir	Red, like the blood flowing within, is the ultimate color of justice!\Red wings dyed in Gungnir's obsession.
m155_01	Small_Red Drop	A combat suit for Red drop. Made by Davi out of ketchup.
m155_02	Small_Red Drop	The heart and soul Davi put into the ketchup gives Red drop energy.
m156_01	Small_Yellow Drop	A combat suit for Yellow Drop. Made by Davi out of broken eggshells.
m156_02	Small_Yellow Drop	The sadness Davi put into the eggshells gives Yellow Drop energy.
m157_01	Small_Green Drop	A combat suit for Green Drop. Made by Davi out of leftover spinach.
m157_02	Small_Green Drop	The distress Davi put into the spinach gives Green Drop energy.
m158_01	Small_Blue Drop	A combat suit for Blue Drop. Made by Davi out of spilled water.
m158_02	Small_Blue Drop	The regret Davi put into the water gives Blue Drop energy.
m159_01	Small_Purple Drop	A combat suit for Purple Drop. Made by Davi out of grape skins.
m159_02	Small_Purple Drop	The murderous intent Davi put into the grape skins gives Purple Drop energy.
m160_01	Small_Aurora Drop	Cute jelly armor for Aurora Drop.
m160_02	Small_Aurora Drop	Cute jelly armor for Aurora Drop. Made by Davi with love.
m161_01	Small_Red Blobbie	You found a Small Red Blobbie in a bag of candy hidden by Davi.
m161_02	Small_Red Blobbie	You found a Small Red Blobbie in a bag of candy hidden by Davi.
m162_01	Small_Yellow Blobbie	You found a Small Yellow Blobbie in a bunch of flower petals left behind by Apollo.
m162_02	Small_Yellow Blobbie	A Small Yellow Blobbie combat suit. Rumor has it they were made from a shooting star.
m163_01	Small_Green Blobbie	You found a Small Green Blobbie in some spinach Davi threw away in secret.
m163_02	Small_Green Blobbie	A Small Green Blobbie combat suit. Rumor has it they were once worn by an Emerald Palace guard.
m164_01	Small_Blue Blobbie	You found a Small Blue Blobbie in one of Lisa's perfume bottles.
m164_02	Small_Blue Blobbie	A Small Blue Blobbie combat suit. Rumor has it they were found inside a glacier.
m165_01	Small_Purple Blobbie	One stormy day, a Small Purple Blobbie fell from the sky.
m165_02	Small_Purple Blobbie	A Small Purple Blobbie fell from the Milky Way.
m166_01	Small_Aurora Blobbie	Mona never actually found it inside an Antarctic glacier.
m166_02	Small_Aurora Blobbie	It might actually have been found inside an Antarctic glacier...
m167_01	Small_Red Heart	Red Heart's rose-colored jelly armor.
m167_02	Small_Red Heart	Red Heart's rose-colored jelly armor. The heart represents my love.
m168_01	Small_Yellow Heart	Yellow Heart's shiny jelly armor.
m168_02	Small_Yellow Heart	Yellow Heart's shiny jelly armor. Also makes a great dining light.
m169_01	Small_Green Heart	Green Heart's refreshing jelly armor.
m169_02	Small_Green Heart	Green Heart's refreshing jelly armor. Just the thing to comfort a glum demon.
m170_01	Small_Blue Heart	Blue Heart's moist jelly armor.
