// idx	name	description
8000010	Lisa's Gear	Made with hyper-technology.\Collect them for a happy surprise.
8000016	Watermelon	Have some watermelon to beat the summer heat!\Gather them for a pleasant surprise.
8000020	Ginkgo Leaf	A dry ginkgo leaf to really bring out the spirit of fall.\Collect them for a lucky surprise.
8000025	Fireworks	Fireworks that beautifully light up midsummer nights.\Collect them for a lucky surprise.
8000026	Closed Chestnut	A round chestnut enclosed in its prickly burr.\Collecting them enriches your heart.
8000027	Mini Davi Cookie	Davi's been magically turned into a cookie.\Collect them for a happy surprise.
8000028	Trisha's Trophies	Trophies that belong to Trisha.\Collect them will cause something good to happen.
8000029	Demon's Lucky Penny	You're in luck! You found a Demon's Lucky Penny!\Increase your fortune by gathering more.
8000030	Pumpkin Candy	Pumpkin candy given out on Halloween.\Collect them for a scary surprise.
8000031	Christmas Bell	A holy bell that rings on Christmas Eve.\Any demon that hears it is cursed with bad luck for a year.\The perfect tool for hindering rival candidates.
8000032	Valentine's Day Present	A present prepared for a special day.\The chocolates inside smell a little funny.\One might die from eating them so let's seal them real tight.
8000034	Mini Davi Jelly	A cute jelly modeled after Davi.
8000036	Natural Pearl	A pearl that shines among the crashing waves.
8000037	Mini Davi Candy	A sweet candy modeled after the adorable Davi.
8000039	Lisa's Headband	A high-performance athletic headband that amplifies Lisa's unyielding disposition.
801050254	Magic Wand	A mysterious wand used by magical girl.\Only the chosen ones may wield it.
801050255	Magic Wand	A mysterious wand used by magical girl.\Only the chosen ones may wield it.
9100001	Bath Towel	A special Infernal Realm bath towel for use in the hot springs.\You can't enter them without one.
9101001	Essential Flower Oil	A fragrant essential oil made from Infernal Realm wildflowers.\It makes you feel alluring. Raises Likeability EXP by 20% at the end of the bath.
9101002	Aromatic Salts	For soft, supple skin!\A refreshing addition to any hot spring experience. Get twice as much Gold at the end of the bath.
9110001	Azure Lantern	A Lantern with a bluish glow fueled by the tears of a deeply resentful water demon.\It attracts Water-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9120001	Scarlet Lantern	A Lantern that glows red with the flames of hell.\It attracts Fire-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9130001	Viridian Lantern	A green Lantern made with the wood of a willow grown alongside an Infernal Realm brook.\It attracts Wood-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9140001	Yellow Lantern	A yellow Lantern exuding the light of Infernal Realm pine flowers.\It attracts Light-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9150001	Violet Lantern	A violet Lantern infused with the essence of the Infernal Realm's night.\It attracts Dark-type Will o'the Wisps.\<color=ffc400>Grants Will o'the Wisp encounter rate x 2, rewards x 1.2, auto-Midnight Parade.</color>
9211001	Overseas Travel Voucher	Do you miss the sound of ocean waves crashing upon the shore?\In that case, why not lay down your weapons and go on a tropical getaway?
9211002	Fine_Overseas Travel Voucher	Do you miss the sound of ocean waves crashing upon the shore?\In that case, why not lay down your weapons and go on a tropical getaway?
9211003	Superior_Overseas Travel Voucher	Do you miss the sound of ocean waves crashing upon the shore?\In that case, why not lay down your weapons and go on a tropical getaway?
9212001	Waterdrop Accessory	A sapphire earring housing the blessing of a mermaid.\Improves your chances of living a long, youthful life.
9212002	Fine_Waterdrop Accessory	A sapphire earring housing the blessing of a mermaid.\Improves your chances of living a long, youthful life.
9212003	Superior_Waterdrop Accessory	A sapphire earring housing the blessing of a mermaid.\Improves your chances of living a long, youthful life.
9213001	Loaded Ramen	A special seafood ramen to snap you out of that post-bath lethargy.\A one-two punch that lifts your spirits and energizes your body.
9213002	Fine_Loaded Ramen	A special seafood ramen to snap you out of that post-bath lethargy.\A one-two punch that lifts your spirits and energizes your body.
9213003	Superior_Loaded Ramen	A special seafood ramen to snap you out of that post-bath lethargy.\A one-two punch that lifts your spirits and energizes your body.
9214001	Curious Hourglass	Childs should endure the heat of the baths–no matter how hot!\At least until time runs out.
9214002	Fine_Curious Hourglass	Childs should endure the heat of the baths–no matter how hot!\At least until time runs out.
9214003	Superior_Curious Hourglass	Childs should endure the heat of the baths–no matter how hot!\At least until time runs out.
9215001	Toy Robot	A toy robot said to be selling like hotcakes.\It can change into 108 different forms.
9215002	Fine_Toy Robot	A toy robot said to be selling like hotcakes.\It can change into 108 different forms.
9215003	Superior_Toy Robot	A toy robot said to be selling like hotcakes.\It can change into 108 different forms.
9221001	Distinguished Child Award	An award given to Childs who made sure to scrub behind their ears.\Neighbors are sure to be jealous of this new family treasure.
9221002	Fine_Distinguished Child Award	An award given to Childs who made sure to scrub behind their ears.\Neighbors are sure to be jealous of this new family treasure.
9221003	Superior_Distinguished Child Award	An award given to Childs who made sure to scrub behind their ears.\Neighbors are sure to be jealous of this new family treasure.
9222001	Stylish Glasses	Stylish glasses that won't fog up in the hot springs.\Being able to go into the hot spring with your glasses on? This changes everything!
9222002	Fine_Stylish Glasses	Stylish glasses that won't fog up in the hot springs.\Being able to go into the hot spring with your glasses on? This changes everything!
9222003	Superior_Stylish Glasses	Stylish glasses that won't fog up in the hot springs.\Being able to go into the hot spring with your glasses on? This changes everything!
9223001	Cartoonish Meat	Mysterious meat flavored with a sauce made from hot spring water.\It seems to be straight out of a cartoon, but don't worry—it's as delicious as it looks.\The ingredients, however, may or may not be safe.
9223002	Fine_Cartoonish Meat	Mysterious meat flavored with a sauce made from hot spring water.\It seems to be straight out of a cartoon, but don't worry—it's as delicious as it looks.\The ingredients, however, may or may not be safe.
9223003	Superior_Cartoonish Meat	Mysterious meat flavored with a sauce made from hot spring water.\It seems to be straight out of a cartoon, but don't worry—it's as delicious as it looks.\The ingredients, however, may or may not be safe.
9224001	Unusual Feather	A feather picked up outside a certain wand shop.\It keeps the hot spring water piping hot.
9224002	Fine_Unusual Feather	A feather picked up outside a certain wand shop.\It keeps the hot spring water piping hot.
9224003	Superior_Unusual Feather	A feather picked up outside a certain wand shop.\It keeps the hot spring water piping hot.
9225001	Matryoshka Doll	A bath-safe doll imported from a distant country in the north.\Open it enough times and something hot may come out, so be careful.
9225002	Fine_Matryoshka Doll	A bath-safe doll imported from a distant country in the north.\Open it enough times and something hot may come out, so be careful.
9225003	Superior_Matryoshka Doll	A bath-safe doll imported from a distant country in the north.\Open it enough times and something hot may come out, so be careful.
9231001	Car Key	A key that lets you beam with pride and look cool for once as you give your Child a present.\Let's all bask in this joyous moment.
9231002	Fine_Car Key	A key that lets you beam with pride and look cool for once as you give your Child a present.\Let's all bask in this joyous moment.
9231003	Superior_Car Key	A key that lets you beam with pride and look cool for once as you give your Child a present.\Let's all bask in this joyous moment.
9232001	Health Bracelet	A negative-ion bracelet said to be effective against all sorts of ailments.\Pay no attention to its vaguely holy design.
9232002	Fine_Health Bracelet	A negative-ion bracelet said to be effective against all sorts of ailments.\Pay no attention to its vaguely holy design.
9232003	Superior_Health Bracelet	A negative-ion bracelet said to be effective against all sorts of ailments.\Pay no attention to its vaguely holy design.
9233001	Homemade Burger	Chang'e pulled out all the stops when she made this burger.\It's advertised as a diet food, but real talk: it's bursting with calories.
9233002	Fine_Homemade Burger	Chang'e pulled out all the stops when she made this burger.\It's advertised as a diet food, but real talk: it's bursting with calories.
9233003	Superior_Homemade Burger	Chang'e pulled out all the stops when she made this burger.\It's advertised as a diet food, but real talk: it's bursting with calories.
9234001	Book of Prophecies	The number of hairs you'll lose while bathing is written inside this book.\The future cannot be changed, so make your peace while you still can.
9234002	Fine_Book of Prophecies	The number of hairs you'll lose while bathing is written inside this book.\The future cannot be changed, so make your peace while you still can.
9234003	Superior_Book of Prophecies	The number of hairs you'll lose while bathing is written inside this book.\The future cannot be changed, so make your peace while you still can.
9235001	Mascot Plushie	A bath-safe stuffed toy.\It always seems to sink, but one day, it'll rise to the surface to seek vengeance.
9235002	Fine_Mascot Plushie	A bath-safe stuffed toy.\It always seems to sink, but one day, it'll rise to the surface to seek vengeance.
9235003	Superior_Mascot Plushie	A bath-safe stuffed toy.\It always seems to sink, but one day, it'll rise to the surface to seek vengeance.
9241001	Wad of Cash	While it's not rare for belongings to get lost or stolen in the changing room,\there IS such a thing as going too far when bringing your valuables into the bath.
9241002	Fine_Wad of Cash	While it's not rare for belongings to get lost or stolen in the changing room,\there IS such a thing as going too far when bringing your valuables into the bath.
9241003	Superior_Wad of Cash	While it's not rare for belongings to get lost or stolen in the changing room,\there IS such a thing as going too far when bringing your valuables into the bath.
9242001	Pocket Watch	This item will ensure your bath is neither too long nor too short.\Handle with care, as it is not waterproof.
9242002	Fine_Pocket Watch	This item will ensure your bath is neither too long nor too short.\Handle with care, as it is not waterproof.
9242003	Superior_Pocket Watch	This item will ensure your bath is neither too long nor too short.\Handle with care, as it is not waterproof.
9243001	Macaron	A macaron being sold to coerce customers into buying a drink after leaving the baths.
9243002	Fine_Macaron	A macaron being sold to coerce customers into buying a drink after leaving the baths.
9243003	Superior_Macaron	A macaron being sold to coerce customers into buying a drink after leaving the baths.
9244001	Magical Textbook	Good little Childs do their homework, even in the bath.
9244002	Fine_Magical Textbook	Good little Childs do their homework, even in the bath.
9244003	Superior_Magical Textbook	Good little Childs do their homework, even in the bath.
9245001	Fidget Remote	If you're bored out of your mind in the baths, try playing with this.\It's not waterproof, so fidget at your own risk.
9245002	Fine_Fidget Remote	If you're bored out of your mind in the baths, try playing with this.\It's not waterproof, so fidget at your own risk.
9245003	Superior_Fidget Remote	If you're bored out of your mind in the baths, try playing with this.\It's not waterproof, so fidget at your own risk.
9251001	Hot Spring Pearl	A pearl born from years of suffering.\Found in the deepest, darkest depths of the hot spring.
9251002	Fine_Hot Spring Pearl	A pearl born from years of suffering.\Found in the deepest, darkest depths of the hot spring.
9251003	Superior_Hot Spring Pearl	A pearl born from years of suffering.\Found in the deepest, darkest depths of the hot spring.
9252001	Brooch	An accoutrement for the Bath Towel.\Surely there aren't any Childs dim enough to put it directly on their bodies, right?
9252002	Fine_Brooch	An accoutrement for the Bath Towel.\Surely there aren't any Childs dim enough to put it directly on their bodies, right?
9252003	Superior_Brooch	An accoutrement for the Bath Towel.\Surely there aren't any Childs dim enough to put it directly on their bodies, right?
9253001	Skewers	One of our best-selling items.\The sauce contains a rich meat stock made from hot spring water. It's to die for!
9253002	Fine_Skewers	One of our best-selling items.\The sauce contains a rich meat stock made from hot spring water. It's to die for!
9253003	Superior_Skewers	One of our best-selling items.\The sauce contains a rich meat stock made from hot spring water. It's to die for!
9254001	Grimoire	Required reading for teenage Childs who want to stay on top of the latest trends in the Infernal Realm.\Now accepting subscription applications at the Spa Shop.
9254002	Fine_Grimoire	Required reading for teenage Childs who want to stay on top of the latest trends in the Infernal Realm.\Now accepting subscription applications at the Spa Shop.
9254003	Superior_Grimoire	Required reading for teenage Childs who want to stay on top of the latest trends in the Infernal Realm.\Now accepting subscription applications at the Spa Shop.
9255001	Beautiful Girl Figurine	An exquisitely detailed, bath-safe toy.\A good present for Childs who might get lonely as they rub-a-dub-dub.
9255002	Fine_Beautiful Girl Figurine	An exquisitely detailed, bath-safe toy.\A good present for Childs who might get lonely as they rub-a-dub-dub.
9255003	Superior_Beautiful Girl Figurine	An exquisitely detailed, bath-safe toy.\A good present for Childs who might get lonely as they rub-a-dub-dub.
9300001	Enticing Hand	This enticing hand is a spa accessory.\Float it in the bath.
9300101	High Heels	These legs in high heels are a spa accessory.\Float them in the bath.
9300201	Exposed Knee	This knee with perfect skin is a spa accessory.\Float it in the bath.
9300202	Glossy Knee	This knee with a perfect shine is a spa accessory.\Float it in the bath.
9300203	Seductive Knee	This knee with a perfect tan is a spa accessory.\Float it in the bath.
9300204	Black Hosiery Knee	This knee in black tights is a spa accessory.\Float it in the bath.
9300301	Plump Something	This plump body part is a spa accessory.\Float it in the bath.
9300401	Exposed Leg	This leg with perfect skin is a spa accessory.\Float it in the bath.
9300402	Black Hosiery Leg	This leg in black tights is a spa accessory.\Float it in the bath.
9300403	Net Hosiery Leg	This leg in net tights is a spa accessory.\Float it in the bath.
9300501	Black Tail	This bobbing tail, belonging to who knows what, is a spa accessory.\Float it in the bath.
9300601	Grasping Hand	This grasping hand is a spa accessory.\Float it in the bath.
9300701	Clenched Hand	This clenched hand is a spa accessory.\Float it in the bath.
9300801	Smooth Bare Foot	This smooth bare foot is a spa accessory.\Float it in the bath.
9300901	Stretching Foot	This stretching foot is a spa accessory.\Float it in the bath.
9301001	Smooth Bare Foot	This smooth bare foot is a spa accessory.\Float it in the bath.
9340001	Bath Bear	This bath bear is a spa accessory.\Float it in the bath.
9340101	Bath Bamboo	This tropical forest bamboo is a spa accessory.\Float it in the bath.
9340201	Otter	This cute, chill otter is a spa accessory.\Float it in the bath.
9340301	Gentleman Frog	This singing frog in a tux is a spa accessory.\Float it in the bath.
9340401	Towel & Bucket	This towel & bucket is a spa accessory.\Float it in the bath.
9340501	Spa Milk	This warm milk bottle is a spa accessory.\Float it in the bath.
9340601	Rubber Ducky	This toy ducky is a spa accessory.\Float it in the bath.
9340701	Beauty Citrus	This bloodflow-improving citrus is a spa accessory.\Float it in the bath.
9340801	Spa Resort Monkey	This spa monkey is a spa accessory.\Float it in the bath.
9340901	Lotus Lantern	A lantern shaped like a lotus.\Float it in the bath.
9400001	Hehe	An emoticon sticker.\Stick it somewhere in the spa.
9400101	Whew!	An emoticon sticker.\Stick it somewhere in the spa.
9400201	Ahh...	An emoticon sticker.\Stick it somewhere in the spa.
9400301	Smug	An emoticon sticker.\Stick it somewhere in the spa.
9400401	Shocked	An emoticon sticker.\Stick it somewhere in the spa.
9400501	Whoa	An emoticon sticker.\Stick it somewhere in the spa.
9400601	Nooo!	An emoticon sticker.\Stick it somewhere in the spa.
9400701	Hmph!	An emoticon sticker.\Stick it somewhere in the spa.
9440001	White Puff	A white puff sticker.\Stick it somewhere in the spa.
9440002	Black Puff	A black puff sticker.\Stick it somewhere in the spa.
9440003	Oho!	Spa exclusive sticker.\Great for expressing the hot spring's heat.\Stick it somewhere in the spa.
9440004	Ehehe	Use it on a Child deep in contemplation.\Stick it somewhere in the spa.
9440005	Bleh	Provoke others with this tongue sticker when you want to pick a water fight.\Stick it somewhere in the spa.
9440006	Shock	Hot spring baths in moderation melt even the cold heart away.\Stick it somewhere in the spa.
9440007	Whaaat	Use it to come clean with your regrettable past.\Stick it somewhere in the spa.
9440008	Ugh	Sticker exclusive for playing god.\Stick it somewhere in the spa.
9440009	Bwuh?	Mysterious cloud seen only in the Infernal Realm Spa.\Stick it somewhere in the spa.
9440010	Grrr!	Use it to warn those who don't follow manners.\Stick it somewhere in the spa.
9440011	Sulk	Use it when you want to brag about truly enjoying the spa bath.\Stick it somewhere in the spa.
9440012	Huff	Use it on the one who's melted in the hot spring water.\Stick it somewhere in the spa.
9440013	Ah!	Use it on the one who has shady looks.\Stick it somewhere in the spa.
9440014	Whoa!	Use it on the one who seems to be thinking naughty thoughts.\Stick it somewhere in the spa.
9440015	Ohhh!	Use it on the one who says "It’s hot~ Is because of the hot spring water?".\Stick it somewhere in the spa.
9440016	Blindfold	A privacy sticker.\Stick it somewhere in the spa.
9440017	?! Symbol	An interrobang sticker.\Stick it somewhere in the spa.
9440018	X Symbol	A cross mark sticker.\Stick it somewhere in the spa.
9440019	Rooster Head	A rather familiar demon sticker.\Stick it somewhere in the spa.
9440020	Toodaloo ♪	A humming sticker.\Stick it somewhere in the spa.
9440021	R19 Symbol	An 19 or over sticker.\Stick it somewhere in the spa.
9440022	Smile Symbol	A smiley sticker.\Stick it somewhere in the spa.
9440023	Carbonated Drink	A carbonated drink sticker.\Stick it somewhere in the spa.
9440024	Burger	A fast food sticker.\Stick it somewhere in the spa.
9440101	Firefly Glow	A dim firefly sticker.\Stick it somewhere in the spa.
9440201	Mosaic Blur	A protective censor sticker.\Stick it somewhere in the spa.
